StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q1	Q2	Q3	Q4	Q5	Q5_9_TEXT	Q6	Q7	HUMS1	HUMS2	HUMS3	HUMS4	HUMS5	HUMS6	HUMS7	HUMS8	HUMS9	HUMS10	HUMS11	HUMS12	HUMS13	MAS1	MAS2	MAS3	MAS4	MAS5	MAS6	MAS7	MAS8	MAS9	MAS10	MAS11	MAS12	MAS13	MAS14	MAS15	MAS16	MAS17	MAS18	MAS19	MAS20	MAS21	MAS22	MAS23	MAS24	MAS25	MAS26	MAS27	MAS28	GOLD1-AE	GOLD2-AE	GOLD3-AE	GOLD4-AE	GOLD5-AE	GOLD6-AE	GOLD7-AE	GOLD8-AE	GOLD9-AE	GOLD1-MT	GOLD2-MT	GOLD3-MT	GOLD4-MT	GOLD5-MT	GOLD6-MT	GOLD7-MT
		IP Address		96	744	True		SYN_0269							anonymous	EN	I consent to participate in this study	53	Prefer not to say	Doctorate	English		Advanced	Country A	Sometimes	Often	Almost never	Never	Always	Often	Often	Almost never	Always	Sometimes	Never	Sometimes	Sometimes	Completely disagree	Neither agree nor disagree	Agree	Disagree	Neither agree nor disagree	Strongly agree	Completely agree	Agree	Strongly agree	Agree	Strongly disagree	Disagree	Neither agree nor disagree	Strongly disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Completely agree	Disagree	Strongly disagree	Strongly disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Completely disagree	Completely disagree	Completely agree	Strongly agree	11 or more	Completely disagree	Completely disagree	2-3 hrs	Agree	Neither agree nor disagree	1	1.5	Completely agree	0.5	2	5	Agree
		IP Address		100	341	True		SYN_0270							anonymous	EN	I consent to participate in this study	34	Male	Bachelor's degree	Other		Elementary	Country B	Always	Often	Often	Never	Always	Sometimes	Almost never	Sometimes	Always	Often	Sometimes	Often	Sometimes	Strongly disagree	Completely agree	Neither agree nor disagree	Completely agree	Completely agree	Neither agree nor disagree	Neither agree nor disagree	Completely agree	Completely agree	Neither agree nor disagree	Completely agree	Completely agree	Strongly agree	Agree	Agree	Strongly agree	Agree	Agree	Completely agree	Completely disagree	Disagree	Agree	Strongly agree	Completely agree	Agree	Disagree	Disagree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	0	Completely agree	Strongly agree	0-15 min	Strongly agree	prefer not to say	10 or more	0.5	Agree	1	6-9	5	Strongly disagree
		IP Address		97	486	True		SYN_0271							anonymous	EN	I consent to participate in this study	30	Male	Doctorate	English		Intermediate	Country A	Always	Always	Sometimes	Always	Always	Always	Often	Often	Never	Sometimes	Sometimes	Never	Often	Disagree	Strongly agree	Completely agree	Agree	Strongly agree	Strongly agree	Neither agree nor disagree	Disagree	Agree	Agree	Strongly agree	Disagree	Neither agree nor disagree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Completely agree	Strongly disagree	Agree	Strongly agree	Disagree	Completely agree	Agree	Agree	Completely agree	Neither agree nor disagree	prefer not to say	Neither agree nor disagree	Strongly agree	4-6	Disagree	Disagree	30-60 min	Completely disagree	Neither agree nor disagree	4-5	5 or more	Agree	7 or more	6-9	0	Neither agree nor disagree
		IP Address		94	1079	True		SYN_0272							anonymous	EN	I consent to participate in this study	63	Prefer not to say	Bachelor's degree	English		Elementary	Country B	Almost never	Sometimes	Never	Never	Sometimes	Almost never	Almost never	Often	Almost never	Never	Never	Almost never	Almost never	Completely disagree	Completely disagree	Completely disagree	Strongly disagree	Completely disagree	Completely disagree	Agree	Completely disagree	Strongly disagree	Completely disagree	Strongly disagree	Completely disagree	Strongly agree	Completely disagree	Completely agree	Strongly disagree	Completely agree	Strongly agree	Strongly disagree	Agree	Disagree	Completely agree	Disagree	Completely disagree	Strongly disagree	Completely agree	Completely disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	2	Neither agree nor disagree	Strongly disagree	4 hrs or more	Completely disagree	Completely agree	1	1.5	Strongly agree	0.5	0	4	Neither agree nor disagree
		IP Address		96	1029	True		SYN_0273							anonymous	EN	I consent to participate in this study	51	Female	Master's degree	English		Intermediate	Country C	Often	Often	Often	Often	Almost never	Almost never	Always	Always	Never	Sometimes	Sometimes	Always	Often	Strongly agree	Completely agree	Strongly agree	Strongly agree	Neither agree nor disagree	Completely agree	Agree	Completely agree	Strongly disagree	Neither agree nor disagree	Strongly agree	Strongly agree	Agree	Completely agree	Completely agree	Strongly agree	Neither agree nor disagree	Completely agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Completely agree	Completely disagree	Neither agree nor disagree	Strongly agree	prefer not to say	Completely agree	Strongly disagree	1	Agree	Strongly disagree	60-90 min	prefer not to say	Strongly agree	4-5	0.5	Agree	0	10 or more	2	Completely agree
		IP Address		96	1644	True		SYN_0274							anonymous	EN	I consent to participate in this study	32	Prefer not to say	Master's degree	English		Intermediate	Country C	Often	Always	Sometimes	Always	Always	Often	Always	Always	Always	Always	Almost never	Always	Never	Agree	Disagree	Neither agree nor disagree	Agree	Strongly disagree	Completely agree	Strongly agree	Strongly agree	Completely agree	Completely agree	Neither agree nor disagree	Completely agree	Completely agree	Strongly agree	Strongly agree	Agree	Strongly agree	Completely agree	Agree	Completely agree	Completely agree	Strongly disagree	Strongly disagree	Neither agree nor disagree	Strongly agree	Strongly agree	Neither agree nor disagree	Completely agree	prefer not to say	Strongly agree	Completely agree	1	Completely agree	Disagree	30-60 min	Completely disagree	Disagree	3	3-4	Completely agree	0	6-9	5	Completely agree
		IP Address		93	1312	True		SYN_0275							anonymous	EN	I consent to participate in this study	52	Female	Bachelor's degree	Other		Native	Country A	Sometimes	Almost never	Never	Often	Never	Almost never	Sometimes	Never	Almost never	Almost never	Always	Never	Sometimes	Completely agree	Strongly agree	Strongly disagree	Agree	Neither agree nor disagree	Completely agree	Neither agree nor disagree	Strongly disagree	Completely disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Strongly disagree	Completely disagree	Strongly disagree	Neither agree nor disagree	Strongly disagree	Completely disagree	Completely disagree	Completely disagree	Disagree	Completely disagree	Neither agree nor disagree	Agree	Disagree	Agree	Strongly disagree	Completely disagree	3	Strongly agree	Strongly disagree	0-15 min	Neither agree nor disagree	Completely agree	3	0.5	Disagree	0	1	3	prefer not to say
		IP Address		95	1682	True		SYN_0276							anonymous	EN	I consent to participate in this study	40	Female	Master's degree	English		Native	Country A	Always	Always	Always	Always	Never	Always	Sometimes	Always	Sometimes	Always	Always	Always	Always	Strongly agree	Agree	Completely agree	Agree	Strongly agree	Completely disagree	Completely agree	Agree	Completely agree	Strongly agree	Agree	Completely agree	Agree	Completely disagree	Strongly disagree	Completely agree	Neither agree nor disagree	Completely agree	Disagree	Agree	Strongly agree	Disagree	Neither agree nor disagree	Completely agree	Completely agree	Completely agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Strongly disagree	prefer not to say	1	Neither agree nor disagree	Completely agree	4 hrs or more	Strongly agree	Strongly agree	0	0	Completely agree	3	0.5	6 or more	Strongly disagree
		IP Address		96	1654	True		SYN_0277							anonymous	EN	I consent to participate in this study	20	Prefer not to say	High school	English		Native	Country A	Always	Always	Sometimes	Sometimes	Always	Often	Almost never	Often	Sometimes	Always	Sometimes	Never	Sometimes	Disagree	Completely disagree	Completely agree	Completely disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Completely disagree	Disagree	Agree	Completely disagree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Completely disagree	Completely agree	Agree	Completely disagree	Strongly agree	Completely agree	Agree	Agree	Neither agree nor disagree	Disagree	Completely agree	Strongly disagree	Neither agree nor disagree	Strongly disagree	Completely disagree	Strongly disagree	1	Disagree	Completely agree	0-15 min	Strongly disagree	Completely agree	1	3-4	Strongly agree	0	10 or more	3	prefer not to say
		IP Address		98	821	True		SYN_0278							anonymous	EN	I consent to participate in this study	37	Prefer not to say	Doctorate	English		Native	Country A	Almost never	Often	Sometimes	Sometimes	Always	Never	Often	Always	Often	Always	Often	Always	Sometimes	Completely agree	Agree	Completely agree	Completely agree	Neither agree nor disagree	Strongly agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Strongly agree	Strongly disagree	Neither agree nor disagree	Disagree	Completely agree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Completely agree	Neither agree nor disagree	Strongly agree	Agree	Strongly agree		Completely agree	Neither agree nor disagree	Agree	Disagree	prefer not to say	Disagree	4-6	Strongly agree	Strongly disagree	2 hrs	Completely agree	Disagree	1	0.5	Agree	3	6-9	6 or more	Strongly agree
		IP Address		93	1025	True		SYN_0279							anonymous	EN	I consent to participate in this study	64	Female	High school	English		Native	Country B	Often	Almost never	Always	Always	Sometimes	Always	Sometimes	Sometimes	Often	Always	Always	Always	Almost never	Strongly agree	Completely agree	Strongly agree	Strongly agree	Agree	Disagree	Agree	Completely agree	Disagree	Completely agree	Completely agree	Completely agree	Completely agree	Strongly agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Completely agree	Strongly agree	Agree	Neither agree nor disagree	Strongly disagree	Disagree	Neither agree nor disagree	Disagree	Strongly agree	Disagree	Agree	Agree	Completely disagree	2	Disagree	Disagree	0-15 min	Neither agree nor disagree	Agree	2	5 or more	Completely disagree	1	0.5	2	Strongly agree
		IP Address		92	865	True		SYN_0280							anonymous	EN	I consent to participate in this study	53	Prefer not to say	High school	Other		Advanced	Country A	Often	Sometimes	Almost never	Almost never	Often	Almost never	Often	Always	Always	Never	Often	Almost never	Often	Disagree	Strongly agree	Completely agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Strongly disagree	Strongly agree	Neither agree nor disagree	Disagree	Completely disagree	Completely agree	Strongly agree	Completely agree	Strongly agree	Disagree	Agree	Agree	Agree	Completely agree	Neither agree nor disagree	Completely agree	Completely agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly agree	prefer not to say	prefer not to say	Completely agree	4-6	Strongly agree	prefer not to say	4 hrs or more	Strongly disagree	Disagree	2	2	Strongly disagree	2	10 or more	2	Completely agree
		IP Address		98	905	True		SYN_0281							anonymous	EN	I consent to participate in this study	21	Male	Bachelor's degree	English		Native	Country A	Sometimes	Always	Sometimes		Sometimes	Often	Always	Often	Sometimes	Always	Often	Almost never	Sometimes	Agree	Strongly disagree	Agree	Completely disagree	Strongly agree	Completely agree	Disagree	Neither agree nor disagree	Strongly agree	Strongly agree	Strongly agree	Completely agree	Neither agree nor disagree	Neither agree nor disagree	Completely agree	Strongly agree	Strongly agree	Completely agree	Strongly agree	Completely agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Completely agree	Disagree	Completely agree	Completely disagree	prefer not to say	Neither agree nor disagree	2	Agree	Strongly disagree	prefer not to say	prefer not to say	Agree	2	3-4	Strongly disagree	0.5	0	5	Neither agree nor disagree
		IP Address		96	637	True		SYN_0282							anonymous	EN	I consent to participate in this study	27	Male	Master's degree	Other		Intermediate	Country C	Never	Almost never	Sometimes	Never	Never	Sometimes	Never	Almost never	Sometimes	Always	Often	Always	Often	Neither agree nor disagree	Strongly disagree	Completely agree	Strongly disagree	Completely agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Strongly agree	Completely disagree	Completely disagree	Completely disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Completely disagree	Disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Completely disagree	prefer not to say	Neither agree nor disagree	Strongly agree	7-10	prefer not to say	Neither agree nor disagree	prefer not to say	Completely disagree	Completely agree	3	0.5	Strongly agree	4-6	0.5	1	Strongly agree
		IP Address		93	724	True		SYN_0283							anonymous	EN	I consent to participate in this study	27	Male	Doctorate	English		Intermediate	Country C	Sometimes	Almost never	Often	Almost never	Often	Never	Sometimes	Sometimes	Always	Never	Always	Often	Never	Completely disagree	Strongly disagree	Disagree	Disagree	Completely disagree	Strongly agree	Disagree	Neither agree nor disagree	Strongly agree	Completely disagree	Disagree	Strongly disagree	Completely disagree	Agree	Disagree	Agree	Neither agree nor disagree	Completely disagree	Strongly disagree		Disagree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Disagree	Agree	Disagree	Strongly agree	prefer not to say	3	prefer not to say	Agree	30-60 min	Completely disagree	prefer not to say	0	2	Agree	4-6	6-9	2	Neither agree nor disagree
		IP Address		96	1107	True		SYN_0284							anonymous	EN	I consent to participate in this study	62	Female	Doctorate	English		Intermediate	Country B	Often	Often	Almost never	Sometimes	Never	Always	Almost never	Almost never	Always	Often	Almost never	Often	Often	Completely agree	Strongly agree	Completely agree	Strongly disagree	Strongly agree	Disagree	Strongly agree	Completely agree	Completely agree	Completely agree	Strongly agree	Strongly agree	Neither agree nor disagree	Agree	Strongly agree	Neither agree nor disagree	Strongly disagree	Disagree	Neither agree nor disagree	Completely agree	Strongly disagree	Completely agree	Neither agree nor disagree	Disagree	Completely agree	Strongly agree	Disagree	Agree	prefer not to say	Strongly agree	Neither agree nor disagree	0	Agree	Strongly disagree	60-90 min	Strongly disagree	Strongly disagree	10 or more	1	Strongly agree	0.5	2	5	prefer not to say
		IP Address		100	971	True		SYN_0285							anonymous	EN	I consent to participate in this study	56	Prefer not to say	Master's degree	English		Native	Country A	Always		Sometimes	Never	Often	Always	Always	Never	Often	Never	Almost never	Almost never	Never	Strongly agree	Strongly agree	Completely disagree	Neither agree nor disagree	Disagree	Completely disagree	Disagree	Agree	Agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Agree	Agree	Neither agree nor disagree		Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Completely disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Disagree	Agree	Strongly agree	Strongly disagree	Disagree	Completely agree	2	Disagree	Strongly disagree	4 hrs or more	Completely disagree	Strongly agree	0	1.5	Disagree	0	0	1	Strongly agree
